"Statistic Label","Quarter","Migration Flow","Age Group","Nationality","Migration Calculation Method","UNIT","VALUE"
"Estimated migration flows","2023Q3","Net migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","790"
"Estimated migration flows","2023Q3","Net migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","800"
"Estimated migration flows","2023Q3","Net migration","All ages","Other nationalities (3)","Base migration calculation method","Number","9569"
"Estimated migration flows","2023Q3","Net migration","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","9673"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Ireland","Base migration calculation method","Number","4437"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Ireland","Base plus education migration calculation method","Number","3130"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","404"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","398"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Brazil","Base migration calculation method","Number","621"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Brazil","Base plus education migration calculation method","Number","642"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","India","Base migration calculation method","Number","2242"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","India","Base plus education migration calculation method","Number","2254"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Ukraine","Base migration calculation method","Number","2174"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Ukraine","Base plus education migration calculation method","Number","2160"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","All nationalities","Base migration calculation method","Number","18804"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","17470"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2874"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2917"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","2193"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","2186"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","3859"
"Estimated migration flows","2023Q4","Inward migration - All","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","3783"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Ireland","Base migration calculation method","Number","4057"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Ireland","Base plus education migration calculation method","Number","3746"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","359"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","353"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Brazil","Base migration calculation method","Number","1205"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Brazil","Base plus education migration calculation method","Number","1194"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","India","Base migration calculation method","Number","3419"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","India","Base plus education migration calculation method","Number","3390"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Ukraine","Base migration calculation method","Number","1116"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","1116"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","All nationalities","Base migration calculation method","Number","19716"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","19257"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2545"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2510"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1613"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1600"
"Estimated migration flows","2023Q4","Inward migration - All","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","5402"
