"Statistic Label","Census Year","Sex","Religion","Towns by Size","UNIT","VALUE"
"Population","2022","Both sexes","Roman Catholic","Millstreet, Co Cork","Number","1390"
"Population","2022","Both sexes","Roman Catholic","Dunmanway, Co Cork","Number","1366"
"Population","2022","Both sexes","Roman Catholic","Skibbereen, Co Cork","Number","1733"
"Population","2022","Both sexes","Roman Catholic","Bantry, Co Cork","Number","1905"
"Population","2022","Both sexes","Roman Catholic","Castleisland, Co Kerry","Number","2036"
"Population","2022","Both sexes","Roman Catholic","Listowel, Co Kerry","Number","3777"
"Population","2022","Both sexes","Roman Catholic","Killarney, Co Kerry","Number","9486"
"Population","2022","Both sexes","Roman Catholic","Kenmare, Co Kerry","Number","1671"
"Population","2022","Both sexes","Roman Catholic","Ballybunion, Co Kerry","Number","1251"
"Population","2022","Both sexes","Roman Catholic","Tralee, Co Kerry","Number","16634"
"Population","2022","Both sexes","Roman Catholic","Killorglin, Co Kerry","Number","1573"
"Population","2022","Both sexes","Roman Catholic","Dingle-Daingean Uí Chuis, Co Kerry","Number","1072"
"Population","2022","Both sexes","Roman Catholic","Limerick city and suburbs, Counties Limerick & Clare","Number","62722"
"Population","2022","Both sexes","Roman Catholic","Caherconlish, Co Limerick","Number","1158"
"Population","2022","Both sexes","Roman Catholic","Castleconnell, Co Limerick","Number","1707"
"Population","2022","Both sexes","Roman Catholic","Annacotty, Co Limerick","Number","2057"
"Population","2022","Both sexes","Roman Catholic","Kilmallock, Co Limerick","Number","1347"
"Population","2022","Both sexes","Roman Catholic","Newcastle West, Co Limerick","Number","5166"
"Population","2022","Both sexes","Roman Catholic","Abbeyfeale, Co Limerick","Number","1861"
"Population","2022","Both sexes","Roman Catholic","Roscrea, Co Tipperary","Number","4218"
"Population","2022","Both sexes","Roman Catholic","Thurles, Co Tipperary","Number","6455"
"Population","2022","Both sexes","Roman Catholic","Templemore, Co Tipperary","Number","1664"
"Population","2022","Both sexes","Roman Catholic","Nenagh, Co Tipperary","Number","7022"
"Population","2022","Both sexes","Roman Catholic","Newport, Co Tipperary","Number","1713"
"Population","2022","Both sexes","Roman Catholic","Ballina, Co Tipperary","Number","2023"
"Population","2022","Both sexes","Roman Catholic","Carrick-on-Suir, Co Tipperary","Number","4674"
"Population","2022","Both sexes","Roman Catholic","Fethard, Co Tipperary","Number","1399"
"Population","2022","Both sexes","Roman Catholic","Clonmel, Counties Tipperary & Waterford","Number","13484"
"Population","2022","Both sexes","Roman Catholic","Cashel, Co Tipperary","Number","3249"
"Population","2022","Both sexes","Roman Catholic","Cahir, Co Tipperary","Number","2192"
"Population","2022","Both sexes","Roman Catholic","Tipperary, Co Tipperary","Number","3915"
"Population","2022","Both sexes","Roman Catholic","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","37534"
"Population","2022","Both sexes","Roman Catholic","Dunmore East, Co Waterford","Number","1158"
"Population","2022","Both sexes","Roman Catholic","Tramore, Co Waterford","Number","7782"
"Population","2022","Both sexes","Roman Catholic","Portlaw, Co Waterford","Number","1501"
"Population","2022","Both sexes","Roman Catholic","Dungarvan, Co Waterford","Number","7458"
"Population","2022","Both sexes","Roman Catholic","Galway city and suburbs, Co Galway","Number","48714"
"Population","2022","Both sexes","Roman Catholic","Ballinasloe, Co Galway","Number","4756"
"Population","2022","Both sexes","Roman Catholic","Portumna, Co Galway","Number","1268"
"Population","2022","Both sexes","Roman Catholic","Loughrea, Co Galway","Number","4049"
"Population","2022","Both sexes","Roman Catholic","Athenry, Co Galway","Number","3209"
"Population","2022","Both sexes","Roman Catholic","Gort, Co Galway","Number","1607"
"Population","2022","Both sexes","Roman Catholic","Tuam, Co Galway","Number","6429"
"Population","2022","Both sexes","Roman Catholic","Oranmore, Co Galway","Number","4148"
"Population","2022","Both sexes","Roman Catholic","Baile Chláir, Co Galway","Number","1122"
"Population","2022","Both sexes","Roman Catholic","Bearna, Co Galway","Number","1723"
"Population","2022","Both sexes","Roman Catholic","Maigh Cuilinn, Co Galway","Number","1511"
"Population","2022","Both sexes","Roman Catholic","Oughterard, Co Galway","Number","1336"
"Population","2022","Both sexes","Roman Catholic","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","3226"
"Population","2022","Both sexes","Roman Catholic","Manorhamilton, Co Leitrim","Number","1225"
"Population","2022","Both sexes","Roman Catholic","Ballyhaunis, Co Mayo","Number","1284"
"Population","2022","Both sexes","Roman Catholic","Claremorris, Co Mayo","Number","2510"
"Population","2022","Both sexes","Roman Catholic","Ballina, Co Mayo","Number","8682"
"Population","2022","Both sexes","Roman Catholic","Ballinrobe, Co Mayo","Number","2117"
"Population","2022","Both sexes","Roman Catholic","Castlebar, Co Mayo","Number","8676"
"Population","2022","Both sexes","Roman Catholic","Westport, Co Mayo","Number","4738"
"Population","2022","Both sexes","Roman Catholic","Roscommon, Co Roscommon","Number","4591"
"Population","2022","Both sexes","Roman Catholic","Boyle, Co Roscommon","Number","2140"
"Population","2022","Both sexes","Roman Catholic","Castlerea, Co Roscommon","Number","1532"
"Population","2022","Both sexes","Roman Catholic","Ballaghaderreen, Co Roscommon","Number","1406"
"Population","2022","Both sexes","Roman Catholic","Sligo, Co Sligo","Number","13220"
"Population","2022","Both sexes","Roman Catholic","Collooney, Co Sligo","Number","1256"
"Population","2022","Both sexes","Roman Catholic","Ballysadare, Co Sligo","Number","1240"
"Population","2022","Both sexes","Roman Catholic","Ballymote, Co Sligo","Number","1295"
"Population","2022","Both sexes","Roman Catholic","Strandhill, Co Sligo","Number","1281"
"Population","2022","Both sexes","Roman Catholic","Tubbercurry, Co Sligo","Number","1593"
"Population","2022","Both sexes","Roman Catholic","Kingscourt, Co Cavan","Number","2250"
"Population","2022","Both sexes","Roman Catholic","Mullagh, Co Cavan","Number","1221"
"Population","2022","Both sexes","Roman Catholic","Bailieborough, Co Cavan","Number","1936"
"Population","2022","Both sexes","Roman Catholic","Virginia, Co Cavan","Number","2277"
"Population","2022","Both sexes","Roman Catholic","Cootehill, Co Cavan","Number","1456"
"Population","2022","Both sexes","Roman Catholic","Ballyjamesduff, Co Cavan","Number","1820"
"Population","2022","Both sexes","Roman Catholic","Cavan, Co Cavan","Number","7627"
"Population","2022","Both sexes","Roman Catholic","Belturbet, Co Cavan","Number","1039"
"Population","2022","Both sexes","Roman Catholic","Carndonagh, Co Donegal","Number","2246"
"Population","2022","Both sexes","Roman Catholic","Buncrana, Co Donegal","Number","5698"
"Population","2022","Both sexes","Roman Catholic","Lifford, Co Donegal","Number","1385"
"Population","2022","Both sexes","Roman Catholic","Convoy, Co Donegal","Number","1053"
"Population","2022","Both sexes","Roman Catholic","Letterkenny, Co Donegal","Number","14687"
"Population","2022","Both sexes","Roman Catholic","Ballybofey-Stranorlar, Co Donegal","Number","4328"
"Population","2022","Both sexes","Roman Catholic","Donegal, Co Donegal","Number","1980"
"Population","2022","Both sexes","Roman Catholic","Ballyshannon, Co Donegal","Number","1784"
"Population","2022","Both sexes","Roman Catholic","Bundoran, Co Donegal","Number","1705"
"Population","2022","Both sexes","Roman Catholic","Carrickmacross, Co Monaghan","Number","3856"
"Population","2022","Both sexes","Roman Catholic","Castleblayney, Co Monaghan","Number","2918"
"Population","2022","Both sexes","Roman Catholic","Monaghan, Co Monaghan","Number","5377"
"Population","2022","Both sexes","Roman Catholic","Clones, Co Monaghan","Number","1388"
"Population","2022","Both sexes","Roman Catholic","State","Number","3540412"
"Population","2022","Both sexes","Roman Catholic","Other towns with a population between 1,000 - 1,499","Number","80691"
"Population","2022","Both sexes","Roman Catholic","Other towns with a population under 500","Number","87222"
"Population","2022","Both sexes","Roman Catholic","Other towns with a population between 500 - 999","Number","101503"
"Population","2022","Both sexes","Roman Catholic","Remainder of country","Number","1215137"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Tullow, Co Carlow","Number","167"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Carlow, Counties Carlow & Laois","Number","567"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Muinebeag (Bagenalstown), Co Carlow","Number","72"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Dublin city and suburbs, Counties Dublin & Meath","Number","29093"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Saggart, Co Dublin","Number","36"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Rathcoole, Co Dublin","Number","104"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Newcastle, Co Dublin","Number","111"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Rush, Co Dublin","Number","162"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Skerries, Co Dublin","Number","249"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Portmarnock, Co Dublin","Number","204"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Donabate, Co Dublin","Number","164"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Malahide, Co Dublin","Number","634"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Lusk, Co Dublin","Number","202"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Balrothery, Co Dublin","Number","67"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Balbriggan, Co Dublin","Number","464"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Kinsealy-Drinan, Co Dublin","Number","147"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Swords, Co Dublin","Number","752"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Leixlip, Co Kildare","Number","290"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Celbridge, Co Kildare","Number","474"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Kill, Co Kildare","Number","46"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Maynooth, Co Kildare","Number","280"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Naas, Co Kildare","Number","458"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Sallins, Co Kildare","Number","91"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Kilcock, Counties Kildare & Meath","Number","123"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Clane, Co Kildare","Number","135"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Kilcullen, Co Kildare","Number","64"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Prosperous, Co Kildare","Number","41"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Newbridge, Co Kildare","Number","474"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Castledermot, Co Kildare","Number","21"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Allenwood, Co Kildare","Number","33"
"Population","2022","Both sexes","Church of Ireland, England, Anglican, Episcopalian","Kildare, Co Kildare","Number","181"
