"Statistic Label","Year","County","UNIT","VALUE"
"Disposable Household Income","2022","Co. Wexford","Euro Million","4055.47"
"Disposable Household Income","2022","Co. Wicklow","Euro Million","3925.4"
"Disposable Household Income","2023","Ireland","Euro Million","150245.9"
"Disposable Household Income","2023","Co. Carlow","Euro Million","1843.03"
"Disposable Household Income","2023","Co. Cavan","Euro Million","2137.6"
"Disposable Household Income","2023","Co. Clare","Euro Million","3294.64"
"Disposable Household Income","2023","Co. Cork","Euro Million","17887.94"
"Disposable Household Income","2023","Co. Donegal","Euro Million","3917.36"
"Disposable Household Income","2023","Co. Dublin","Euro Million","48631.23"
"Disposable Household Income","2023","Co. Galway","Euro Million","8222.37"
"Disposable Household Income","2023","Co. Kerry","Euro Million","4209.42"
"Disposable Household Income","2023","Co. Kildare","Euro Million","6792.59"
"Disposable Household Income","2023","Co. Kilkenny","Euro Million","2692.79"
"Disposable Household Income","2023","Co. Laois","Euro Million","2105.22"
"Disposable Household Income","2023","Co. Leitrim","Euro Million","912.55"
"Disposable Household Income","2023","Co. Limerick","Euro Million","6312.64"
"Disposable Household Income","2023","Co. Longford","Euro Million","1116.53"
"Disposable Household Income","2023","Co. Louth","Euro Million","3708.59"
"Disposable Household Income","2023","Co. Mayo","Euro Million","3671.65"
"Disposable Household Income","2023","Co. Meath","Euro Million","5551.12"
"Disposable Household Income","2023","Co. Monaghan","Euro Million","1727.7"
"Disposable Household Income","2023","Co. Offaly","Euro Million","1993.18"
"Disposable Household Income","2023","Co. Roscommon","Euro Million","1763.16"
"Disposable Household Income","2023","Co. Sligo","Euro Million","1873.34"
"Disposable Household Income","2023","Co. Tipperary","Euro Million","4909.4"
"Disposable Household Income","2023","Co. Waterford","Euro Million","3606.45"
"Disposable Household Income","2023","Co. Westmeath","Euro Million","2639.46"
"Disposable Household Income","2023","Co. Wexford","Euro Million","4413.4"
"Disposable Household Income","2023","Co. Wicklow","Euro Million","4312.53"
"Disposable Income per Person","2000","Ireland","Euro","12549.09"
"Disposable Income per Person","2000","Co. Carlow","Euro","13484.19"
"Disposable Income per Person","2000","Co. Cavan","Euro","12350.98"
"Disposable Income per Person","2000","Co. Clare","Euro","12040.49"
"Disposable Income per Person","2000","Co. Cork","Euro","13287.99"
"Disposable Income per Person","2000","Co. Donegal","Euro","9874.16"
"Disposable Income per Person","2000","Co. Dublin","Euro","12966.32"
"Disposable Income per Person","2000","Co. Galway","Euro","12897.76"
"Disposable Income per Person","2000","Co. Kerry","Euro","11451.35"
"Disposable Income per Person","2000","Co. Kildare","Euro","13481.84"
"Disposable Income per Person","2000","Co. Kilkenny","Euro","11989.94"
"Disposable Income per Person","2000","Co. Laois","Euro","11890.91"
"Disposable Income per Person","2000","Co. Leitrim","Euro","11753.83"
"Disposable Income per Person","2000","Co. Limerick","Euro","12224.9"
"Disposable Income per Person","2000","Co. Longford","Euro","11524.18"
"Disposable Income per Person","2000","Co. Louth","Euro","12322.34"
"Disposable Income per Person","2000","Co. Mayo","Euro","11265.55"
"Disposable Income per Person","2000","Co. Meath","Euro","13822.39"
"Disposable Income per Person","2000","Co. Monaghan","Euro","10993.91"
"Disposable Income per Person","2000","Co. Offaly","Euro","10951.58"
"Disposable Income per Person","2000","Co. Roscommon","Euro","11349.78"
"Disposable Income per Person","2000","Co. Sligo","Euro","11016.43"
"Disposable Income per Person","2000","Co. Tipperary","Euro","12427.55"
"Disposable Income per Person","2000","Co. Waterford","Euro","12556.16"
"Disposable Income per Person","2000","Co. Westmeath","Euro","12493.43"
"Disposable Income per Person","2000","Co. Wexford","Euro","13124.32"
"Disposable Income per Person","2000","Co. Wicklow","Euro","12712.34"
"Disposable Income per Person","2001","Ireland","Euro","14205.27"
"Disposable Income per Person","2001","Co. Carlow","Euro","15110.72"
"Disposable Income per Person","2001","Co. Cavan","Euro","13933.99"
"Disposable Income per Person","2001","Co. Clare","Euro","13651.33"
"Disposable Income per Person","2001","Co. Cork","Euro","15091.19"
"Disposable Income per Person","2001","Co. Donegal","Euro","11211.76"
"Disposable Income per Person","2001","Co. Dublin","Euro","14795.05"
"Disposable Income per Person","2001","Co. Galway","Euro","14457.98"
"Disposable Income per Person","2001","Co. Kerry","Euro","12930.34"
"Disposable Income per Person","2001","Co. Kildare","Euro","14964.69"
"Disposable Income per Person","2001","Co. Kilkenny","Euro","13515.34"
"Disposable Income per Person","2001","Co. Laois","Euro","13431.05"
"Disposable Income per Person","2001","Co. Leitrim","Euro","13357.88"
"Disposable Income per Person","2001","Co. Limerick","Euro","13825.93"
"Disposable Income per Person","2001","Co. Longford","Euro","13046.95"
"Disposable Income per Person","2001","Co. Louth","Euro","13997.74"
"Disposable Income per Person","2001","Co. Mayo","Euro","12724.34"
"Disposable Income per Person","2001","Co. Meath","Euro","15285.16"
"Disposable Income per Person","2001","Co. Monaghan","Euro","12435.09"
"Disposable Income per Person","2001","Co. Offaly","Euro","12376.26"
"Disposable Income per Person","2001","Co. Roscommon","Euro","12852.75"
"Disposable Income per Person","2001","Co. Sligo","Euro","12606.09"
"Disposable Income per Person","2001","Co. Tipperary","Euro","13991.62"
"Disposable Income per Person","2001","Co. Waterford","Euro","14150.44"
"Disposable Income per Person","2001","Co. Westmeath","Euro","14049.92"
"Disposable Income per Person","2001","Co. Wexford","Euro","14768.19"
"Disposable Income per Person","2001","Co. Wicklow","Euro","14392.51"
"Disposable Income per Person","2002","Ireland","Euro","14972.11"
"Disposable Income per Person","2002","Co. Carlow","Euro","15711.52"
"Disposable Income per Person","2002","Co. Cavan","Euro","14392.65"
"Disposable Income per Person","2002","Co. Clare","Euro","14226.94"
"Disposable Income per Person","2002","Co. Cork","Euro","16054.16"
"Disposable Income per Person","2002","Co. Donegal","Euro","11859.32"
"Disposable Income per Person","2002","Co. Dublin","Euro","15597.56"
"Disposable Income per Person","2002","Co. Galway","Euro","15098"
"Disposable Income per Person","2002","Co. Kerry","Euro","13800.17"
"Disposable Income per Person","2002","Co. Kildare","Euro","15520.19"
"Disposable Income per Person","2002","Co. Kilkenny","Euro","14546.94"
"Disposable Income per Person","2002","Co. Laois","Euro","13838.97"
"Disposable Income per Person","2002","Co. Leitrim","Euro","14455.48"
"Disposable Income per Person","2002","Co. Limerick","Euro","15005.24"
"Disposable Income per Person","2002","Co. Longford","Euro","13857.49"
"Disposable Income per Person","2002","Co. Louth","Euro","14129.58"
"Disposable Income per Person","2002","Co. Mayo","Euro","13103.83"
"Disposable Income per Person","2002","Co. Meath","Euro","15657.21"
"Disposable Income per Person","2002","Co. Monaghan","Euro","13317.63"
"Disposable Income per Person","2002","Co. Offaly","Euro","13020.15"
"Disposable Income per Person","2002","Co. Roscommon","Euro","13396.43"
"Disposable Income per Person","2002","Co. Sligo","Euro","13510.9"
"Disposable Income per Person","2002","Co. Tipperary","Euro","15179.55"
"Disposable Income per Person","2002","Co. Waterford","Euro","15228.81"
"Disposable Income per Person","2002","Co. Westmeath","Euro","14405.3"
"Disposable Income per Person","2002","Co. Wexford","Euro","15222.75"
"Disposable Income per Person","2002","Co. Wicklow","Euro","15407.82"
"Disposable Income per Person","2003","Ireland","Euro","15795.05"
"Disposable Income per Person","2003","Co. Carlow","Euro","16690.47"
"Disposable Income per Person","2003","Co. Cavan","Euro","15135.67"
"Disposable Income per Person","2003","Co. Clare","Euro","15138.81"
"Disposable Income per Person","2003","Co. Cork","Euro","17084.33"
"Disposable Income per Person","2003","Co. Donegal","Euro","12504.22"
"Disposable Income per Person","2003","Co. Dublin","Euro","16461.19"
"Disposable Income per Person","2003","Co. Galway","Euro","15837.1"
"Disposable Income per Person","2003","Co. Kerry","Euro","14725.54"
"Disposable Income per Person","2003","Co. Kildare","Euro","16115.76"
"Disposable Income per Person","2003","Co. Kilkenny","Euro","15463.9"
"Disposable Income per Person","2003","Co. Laois","Euro","14552.51"
"Disposable Income per Person","2003","Co. Leitrim","Euro","15108.53"
"Disposable Income per Person","2003","Co. Limerick","Euro","15941.84"
"Disposable Income per Person","2003","Co. Longford","Euro","14493.91"
"Disposable Income per Person","2003","Co. Louth","Euro","14817.42"
"Disposable Income per Person","2003","Co. Mayo","Euro","13652.77"
"Disposable Income per Person","2003","Co. Meath","Euro","16379.82"
"Disposable Income per Person","2003","Co. Monaghan","Euro","13923.68"
"Disposable Income per Person","2003","Co. Offaly","Euro","13666.21"
"Disposable Income per Person","2003","Co. Roscommon","Euro","14045.97"
"Disposable Income per Person","2003","Co. Sligo","Euro","14167.83"
"Disposable Income per Person","2003","Co. Tipperary","Euro","16213.84"
"Disposable Income per Person","2003","Co. Waterford","Euro","16093.09"
"Disposable Income per Person","2003","Co. Westmeath","Euro","15115.66"
"Disposable Income per Person","2003","Co. Wexford","Euro","16190.34"
"Disposable Income per Person","2003","Co. Wicklow","Euro","15981.11"
"Disposable Income per Person","2004","Ireland","Euro","16591.05"
"Disposable Income per Person","2004","Co. Carlow","Euro","17596.81"
"Disposable Income per Person","2004","Co. Cavan","Euro","15829.58"
"Disposable Income per Person","2004","Co. Clare","Euro","16109.71"
"Disposable Income per Person","2004","Co. Cork","Euro","18070.54"
"Disposable Income per Person","2004","Co. Donegal","Euro","13092.61"
"Disposable Income per Person","2004","Co. Dublin","Euro","17293.63"
"Disposable Income per Person","2004","Co. Galway","Euro","16377.23"
"Disposable Income per Person","2004","Co. Kerry","Euro","15735.61"
"Disposable Income per Person","2004","Co. Kildare","Euro","16627.19"
"Disposable Income per Person","2004","Co. Kilkenny","Euro","16450.56"
"Disposable Income per Person","2004","Co. Laois","Euro","15348.87"
"Disposable Income per Person","2004","Co. Leitrim","Euro","15650.61"
"Disposable Income per Person","2004","Co. Limerick","Euro","16790.01"
"Disposable Income per Person","2004","Co. Longford","Euro","15300.79"
"Disposable Income per Person","2004","Co. Louth","Euro","15423.19"
"Disposable Income per Person","2004","Co. Mayo","Euro","14600.69"
"Disposable Income per Person","2004","Co. Meath","Euro","16938.67"
"Disposable Income per Person","2004","Co. Monaghan","Euro","14463.78"
"Disposable Income per Person","2004","Co. Offaly","Euro","14371.41"
"Disposable Income per Person","2004","Co. Roscommon","Euro","14556.43"
"Disposable Income per Person","2004","Co. Sligo","Euro","14690.99"
"Disposable Income per Person","2004","Co. Tipperary","Euro","17268.25"
"Disposable Income per Person","2004","Co. Waterford","Euro","16964.18"
"Disposable Income per Person","2004","Co. Westmeath","Euro","15776.48"
"Disposable Income per Person","2004","Co. Wexford","Euro","17300.76"
"Disposable Income per Person","2004","Co. Wicklow","Euro","16483.7"
"Disposable Income per Person","2005","Ireland","Euro","17744.25"
"Disposable Income per Person","2005","Co. Carlow","Euro","18975.34"
"Disposable Income per Person","2005","Co. Cavan","Euro","16444.73"
"Disposable Income per Person","2005","Co. Clare","Euro","17454.22"
"Disposable Income per Person","2005","Co. Cork","Euro","19305.65"
"Disposable Income per Person","2005","Co. Donegal","Euro","13794.05"
"Disposable Income per Person","2005","Co. Dublin","Euro","18569.99"
"Disposable Income per Person","2005","Co. Galway","Euro","17153.25"
"Disposable Income per Person","2005","Co. Kerry","Euro","17011.99"
"Disposable Income per Person","2005","Co. Kildare","Euro","17718.95"
"Disposable Income per Person","2005","Co. Kilkenny","Euro","17689.56"
"Disposable Income per Person","2005","Co. Laois","Euro","16498.32"
